ts_code,live,name,description,price,sell,page_yield,colour,weight,barcode,box_size,short_oem_code,daily_stock,min,max,image_url,oem_code,pack,vow_oem_code,spicers_oem_code,vow_compat_code,spicers_compat_code,brand,manufacturer,product_type,group,category,chip_issue,machine_models,machine_models2,shipping_category_id,available_on
CC1823D,Yes,Compatible HP C1823DE #23 Black 690 Page Yield,"Compatible replacement for HP C1823DE. Page Yield or Volume @ 5% coverage will be approx 690. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color Copier 140, 140 Series, 145, 150, 150 Series, 155, 160, 170, 180, 190, 260, 270, 280, DeskJet 1120 C, 1120 CSE, 1120 CXI, 1125 C, 1180 C, 1180 CSE, 1180 CXI, 710 C, 710 Series, 712 C, 720 C, 720 Series, 722 C, 810 C, 812 C, 815 C, 830 C, 830 Series, 832 C, 880 C, 880 Series, 882 C, 890 C, 890 CSE, 890 CXI, 890 Series, 895 CSE, 895 CXI, OfficeJet Pro 1170 C, 1170 CSE, 1170 CXI, 1175 C, 1175 CSE, 1175 CXI, OfficeJet R 40, 40 XI, 45, 60, 65, 80, 80 XI, OfficeJet T 45, 45 XI, 65, 65 XI, PSC 500, 500 CXI, 500 Series, 500 XI",19.99,8.62,690,Black,0.12,7.86E+11,,#23,0.16,2,4,CC1823D.jpg,C1823DE,1,HPC1823D,639596,OB00132,,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,No,"Color Copier 140, 140 Series, 145, 150, 150 Series, 155, 160, 170, 180, 190, 260, 270, 280, DeskJet 1120 C, 1120 CSE, 1120 CXI, 1125 C, 1180 C, 1180 CSE, 1180 CXI, 710 C, 710 Series, 712 C, 720 C, 720 Series, 722 C, 810 C, 812 C, 815 C, 830 C, 830 Series, 832 C, 880 C, 880 Series, 882 C, 890 C, 890 CSE, 890 CXI, 890 Series, 895 CSE, 895 CXI, OfficeJet Pro 1170 C, 1170 CSE, 1170 CXI, 1175 C, 1175 CSE, 1175 CXI, OfficeJet R 40, 40 XI, 45, 60, 65, 80, 80 XI, OfficeJet T 45, 45 XI, 65, 65 XI, PSC 500, 500 CXI, 500 Series, 500 XI","Color Copier 140, 140 Series, 145, 150, 150 Series, 155, 160, 170, 180, 190, 260, 270, 280, DeskJet 1120 C, 1120 CSE, 1120 CXI, 1125 C, 1180 C, 1180 CSE, 1180 CXI, 710 C, 710 Series, 712 C, 720 C, 720 Series, 722 C, 810 C, 812 C, 815 C, 830 C, 830 Series, 832 C, 880 C, 880 Series, 882 C, 890 C, 890 CSE, 890 CXI, 890 Series, 895 CSE, 895 CXI, OfficeJet Pro 1170 C, 1170 CSE, 1170 CXI, 1175 C, 1175 CSE, 1175 CXI, OfficeJet R 40, 40 XI, 45, 60, 65, 80, 80 XI, OfficeJet T 45, 45 XI, 65, 65 XI, PSC 500, 500 CXI, 500 Series, 500 XI",1,01/01/14
CCC644E,Yes,Compatible HP CC644EE 300XL Colour 440 Page Yield,"Compatible replacement for HP CC644EE. Page Yield or Volume @ 5% coverage will be approx 440. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Deskjet D2660, Deskjet D5560",18.99,11.15,440,Colour,0.0751,7.86E+11,,#300XL,1.6,19,45,CCC644E.jpg,CC644EE,1,HPCC644EE,821779,OBC644EE,931313,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,Yes,"Deskjet D2660, Deskjet D5560","Deskjet D2660, Deskjet D5560",1,01/01/14
CCB304AE HP110,Yes,Compatible HP CB304AE 110 Photo Colour 5 Photo Page Yield,"Compatible replacement for HP CB304AE. Page Yield or Volume @ 5% coverage will be approx 5 Photo. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Photosmart A410, Photosmart A430, Photosmart A433, Photosmart A434, Photosmart A436, Photosmart A440, Photosmart A441, Photosmart A510, Photosmart A516, Photosmart A526, Photosmart A532, Photosmart A610, Photosmart A612, Photosmart A618, Photosmart A626, Photosmart A636, Photosmart A646, Photosmart A717, Photosmart A826",12.99,10.99,5 Photo,Photo Colour,0.0551,7.86E+11,,#110,,0,0,CCB304AE HP110.jpg,CB304AE,1,HPCB304AE,346768,,931216,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,No,"Photosmart A410, Photosmart A430, Photosmart A433, Photosmart A434, Photosmart A436, Photosmart A440, Photosmart A441, Photosmart A510, Photosmart A516, Photosmart A526, Photosmart A532, Photosmart A610, Photosmart A612, Photosmart A618, Photosmart A626, Photosmart A636, Photosmart A646, Photosmart A717, Photosmart A826","Photosmart A410, Photosmart A430, Photosmart A433, Photosmart A434, Photosmart A436, Photosmart A440, Photosmart A441, Photosmart A510, Photosmart A516, Photosmart A526, Photosmart A532, Photosmart A610, Photosmart A612, Photosmart A618, Photosmart A626, Photosmart A636, Photosmart A646, Photosmart A717, Photosmart A826",1,01/01/14
CC9362E,Yes,Compatible HP C9362EE 336 Black 210 Page Yield,"Compatible replacement for HP C9362EE. Page Yield or Volume @ 5% coverage will be approx 210. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Deskjet 5440, Officejet 6313, Photosmart 2575, Photosmart 2710, Photosmart C4180",11.99,8.39,210,Black,0.0501,7.86E+11,,#336,0.4,5,11,CC9362E.jpg,C9362EE,1,HPC9362EE,222225,,926079,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,No,"Deskjet 5440, Officejet 6313, Photosmart 2575, Photosmart 2710, Photosmart C4180","Deskjet 5440, Officejet 6313, Photosmart 2575, Photosmart 2710, Photosmart C4180",1,01/01/14
C51629AE,Yes,Compatible HP 29 Black 51629AE,"Compatible replacement for HP 51629AE. Page Yield or Volume @ 5% coverage will be approx 650. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Deskjet 600, Deskjet 600c, Deskjet 600k, Deskjet 660cse, Deskjet 660k, Deskjet 670k, Deskjet 670tv, Deskjet 680c, Deskjet 682c, Deskjet 690C, Deskjet 693C, Deskjet 694C, Deskjet 695C, Deskwriter 600, Deskwriter 660C, Deskwriter 670C, Officejet 500, Officejet 520, Officejet 570, Officejet 580, Officejet 590, Officejet 600, Officejet 610, Officejet 635, Officejet 700, Officejet 710, Officejet 725",13.19,5.99,650,Black,,7.86E+11,,,,0,0,C51629AE.jpg,51629AE,1,HP51629A,,,,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,No,"Deskjet 600, Deskjet 600c, Deskjet 600k, Deskjet 660cse, Deskjet 660k, Deskjet 670k, Deskjet 670tv, Deskjet 680c, Deskjet 682c, Deskjet 690C, Deskjet 693C, Deskjet 694C, Deskjet 695C, Deskwriter 600, Deskwriter 660C, Deskwriter 670C, Officejet 500, Officejet 520, Officejet 570, Officejet 580, Officejet 590, Officejet 600, Officejet 610, Officejet 635, Officejet 700, Officejet 710, Officejet 725","Deskjet 600, Deskjet 600c, Deskjet 600k, Deskjet 660cse, Deskjet 660k, Deskjet 670k, Deskjet 670tv, Deskjet 680c, Deskjet 682c, Deskjet 690C, Deskjet 693C, Deskjet 694C, Deskjet 695C, Deskwriter 600, Deskwriter 660C, Deskwriter 670C, Officejet 500, Officejet 520, Officejet 570, Officejet 580, Officejet 590, Officejet 600, Officejet 610, Officejet 635, Officejet 700, Officejet 710, Officejet 725",1,01/01/14
C592-10177,Yes,Compatible Dell SERIES 6 JF333 Colour,Compatible replacement for Dell 592-10177. Page Yield or Volume @ 5% coverage will be approx 17ml. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: 725 All-In-One,29.26,9.99,17ml,Colour,0.038,7.86E+11,,,0.05,1,1,C592-10177.jpg,592-10177,1,DEL10177,233808,,,Own Brand,Dell,Compatible,Inkjet Cartridge,Printhead,No,725 All-In-One,725 All-In-One,1,01/01/14
C592-10094,Yes,Compatible Dell Series 5 592-10094 Black,"Compatible replacement for Dell 592-10094. Page Yield or Volume @ 5% coverage will be approx 25ML. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: 922, 924, 942, 944, 946, 962, 964",21.99,8.99,25ML,Black,0.038,7.86E+11,,,,0,0,C592-10094.jpg,592-10094,1,DEL10094,234414,,234593,Own Brand,Dell,Compatible,Inkjet Cartridge,Printhead,No,"922, 924, 942, 944, 946, 962, 964","922, 924, 942, 944, 946, 962, 964",1,01/01/14
C592-10043,Yes,Compatible Dell Series 2 592-10043 Black 22ML,"Compatible replacement for Dell 592-10043. Page Yield or Volume @ 5% coverage will be approx 21ML. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: A940, A960",16.5,8.99,21ML,Black,,7.86E+11,,,,0,0,C592-10043.jpg,592-10043,1,DEL08782,,,,Own Brand,Dell,Compatible,Inkjet Cartridge,Printhead,No,"A940, A960","A940, A960",1,01/01/14
C592-10212,Yes,Compatible Dell MK993 Colour Ink Cartridge 592-10212,"Compatible replacement for Dell 592-10212. Page Yield or Volume @ 5% coverage will be approx 18ml. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: V305, V305w, V305, V305w",16.5,9.99,18ml,Colour,0.038,7.86E+11,,,0.18,2,5,C592-10212.jpg,592-10212,1,DEL83330,234448,,234463,Own Brand,Dell,Compatible,Inkjet Cartridge,Printhead,No,"V305, V305w, V305, V305w","V305, V305w, V305, V305w",1,01/01/14
C592-10211,Yes,Compatible Dell MK992 Black Ink Cartridge 592-10211,"Compatible replacement for Dell 592-10211. Page Yield or Volume @ 5% coverage will be approx 22ml. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: V305, V305w, V305, V305w",16.5,9.99,22ml,Black,,7.86E+11,,,0.42,5,12,C592-10211.jpg,592-10211,1,DEL83327,234430,,234455,Own Brand,Dell,Compatible,Inkjet Cartridge,Printhead,No,"V305, V305w, V305, V305w","V305, V305w, V305, V305w",1,01/01/14
C10N0026,Yes,Compatible Lexmark 10N0026E #26 Colour 275 Page Yield,Compatible replacement for Lexmark 10N0026E. Page Yield or Volume @ 5% coverage will be approx 275. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS:,17.99,7.19,275,Colour,0.043,7.86E+11,,#26,0.16,2,4,C10N0026.jpg,10N0026E,1,IB53986,547295,,86047,Own Brand,Lexmark,Compatible,Inkjet Cartridge,Printhead,No,,,1,01/01/14
CCH564E,Yes,Compatible HP CH564EE #301XL Colour 330 Page Yield,"Compatible replacement for HP CH564EE. Page Yield or Volume @ 5% coverage will be approx 330. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Deskjet 1000, Deskjet 1050, Deskjet 1050A, Deskjet 2050, Deskjet 2510, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A",18.99,11.99,330,Colour,0.0651,7.86E+11,,#301XL,4.26,51,119,CCH564E.jpg,CH564EE,1,HPCH564EE,254334,,933648,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,Yes,"Deskjet 1000, Deskjet 1050, Deskjet 1050A, Deskjet 2050, Deskjet 2510, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A","Deskjet 1000, Deskjet 1050, Deskjet 1050A, Deskjet 2050, Deskjet 2510, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A",1,01/01/14
CCH563E,Yes,Compatible HP CH563EE #301XL Black 480 Page Yield,"Compatible replacement for HP CH563EE. Page Yield or Volume @ 5% coverage will be approx 480. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Deskjet 1000, Deskjet 1050, Deskjet 1050A, Deskjet 2050, Deskjet 2510, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A",19.99,11.39,480,Black,0.0651,7.86E+11,,#301XL,7.02,84,197,CCH563E.jpg,CH563EE,1,HPCH563EE,254326,OBCH563EE,933597,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,Yes,"Deskjet 1000, Deskjet 1050, Deskjet 1050A, Deskjet 2050, Deskjet 2510, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A","Deskjet 1000, Deskjet 1050, Deskjet 1050A, Deskjet 2050, Deskjet 2510, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A",1,01/01/14
CCB338E,Yes,Compatible HP CB338EE #351XL Colour 580 Page Yield,"Compatible replacement for HP CB338EE. Page Yield or Volume @ 5% coverage will be approx 580. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Deskjet D4260, Deskjet D4360, Officejet J6410, Photosmart C4280, Photosmart C4380, Photosmart C4480, Photosmart C4580, Photosmart C5280",17.99,9.59,580,Colour,0.0751,7.86E+11,,#351XL,1.61,19,45,CCB338E.jpg,CB338EE,1,HPCB338EE,472176,OBCB338EE,926740,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,Yes,"Deskjet D4260, Deskjet D4360, Officejet J6410, Photosmart C4280, Photosmart C4380, Photosmart C4480, Photosmart C4580, Photosmart C5280","Deskjet D4260, Deskjet D4360, Officejet J6410, Photosmart C4280, Photosmart C4380, Photosmart C4480, Photosmart C4580, Photosmart C5280",1,01/01/14
CC9361E,Yes,Compatible HP C9361EE #342 Colour 175 Page Yield,"Compatible replacement for HP C9361EE. Page Yield or Volume @ 5% coverage will be approx 175. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Deskjet 5440, Officejet 6313",12.99,7.62,175,Colour,0.0551,7.86E+11,,#342,0.33,4,9,CC9361E.jpg,C9361EE,1,HPC9361EE,222233,,926744,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,No,"Deskjet 5440, Officejet 6313","Deskjet 5440, Officejet 6313",1,01/01/14
CC8727A,Yes,Compatible HP C8727AE #27 Black 220 Page Yield,"Compatible replacement for HP C8727AE. Page Yield or Volume @ 5% coverage will be approx 220. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Deskjet 3320, Deskjet 3325, Deskjet 3420, Deskjet 3425, Deskjet 3520, Deskjet 3535, Deskjet 3550, Deskjet 3645, Deskjet 3650, Deskjet 3745, Deskjet 3840, Deskjet 3845, Deskjet 450 mobile, Fax 1240, Officejet 4105, Officejet 4105Z, Officejet 4110, Officejet 4200, Officejet 4211, Officejet 4215, Officejet 4219, Officejet 4252, Officejet 4255, PSC 1100, PSC 1200, PSC 1210, PSC 1210XI, PSC 1310, PSC 1311, PSC 1317, PSC 2105, PSC 2108, PSC 2110, PSC 2115, PSC 2210",12.99,4.79,220,Black,0.0591,7.86E+11,,#27,0.23,3,6,CC8727A.jpg,C8727AE,1,HPC8727AE,559640,OB8727A,923337,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,No,"Deskjet 3320, Deskjet 3325, Deskjet 3420, Deskjet 3425, Deskjet 3520, Deskjet 3535, Deskjet 3550, Deskjet 3645, Deskjet 3650, Deskjet 3745, Deskjet 3840, Deskjet 3845, Deskjet 450 mobile, Fax 1240, Officejet 4105, Officejet 4105Z, Officejet 4110, Officejet 4200, Officejet 4211, Officejet 4215, Officejet 4219, Officejet 4252, Officejet 4255, PSC 1100, PSC 1200, PSC 1210, PSC 1210XI, PSC 1310, PSC 1311, PSC 1317, PSC 2105, PSC 2108, PSC 2110, PSC 2115, PSC 2210","Deskjet 3320, Deskjet 3325, Deskjet 3420, Deskjet 3425, Deskjet 3520, Deskjet 3535, Deskjet 3550, Deskjet 3645, Deskjet 3650, Deskjet 3745, Deskjet 3840, Deskjet 3845, Deskjet 450 mobile, Fax 1240, Officejet 4105, Officejet 4105Z, Officejet 4110, Officejet 4200, Officejet 4211, Officejet 4215, Officejet 4219, Officejet 4252, Officejet 4255, PSC 1100, PSC 1200, PSC 1210, PSC 1210XI, PSC 1310, PSC 1311, PSC 1317, PSC 2105, PSC 2108, PSC 2110, PSC 2115, PSC 2210",1,01/01/14
C51645A,Yes,Compatible HP 51645AE #45 Black 830 Page Yield,"Compatible replacement for HP 51645AE. Page Yield or Volume @ 5% coverage will be approx 830. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: DeskJet 1220 C, 1220 C/PS, 1220 CSE, 1220 CXI, 1280, 3810, 3816, 3820, 3820 C, 3822, 6100 Series, 6122, 6127, 916 C, 920 C, 920 CVR, 920 CXI, 920 Series, 930 C, 930 CM, 930 Series, 9300, 932 C, 935 C, 940 C, 940 CVR, 940 Series, 950 C, 950 Series, 952 C, 959 C, 960 C, 960 CSE, 960 CXI, 970 CSE, 970 CX, 970 CXI, 970 Series, 980 C, 980 CXI, 990 C, 990 CM, 990 CSE, 990 CXI, 990 Series, 995 C,  Photosmart 1000, 1000 XI, 1100, 1100 Series, 1100 XI, 1115, 1115 CVR, 1200 Series, 1215, 1215 VM, 1218, 1218 XI, 1315,  OfficeJet 5100 Series, 5105, 5110, 5110 V, 5110 XI, G 55, G 55 XI, G 85, G 85 XI, G 95, K 60, K 60 XI, K 80, K 80 XI, Color Copier 290, 310, 610,  OfficeJet V 30, 40, 40 XI, 45, PSC 700 Series, 720, 750, 750 CXI, 750 SE, 750 Series, 750 XI, 760, 950, 950 SE, 950 Series, 950 VR, 950 XI, Fax 1220, 1220 XI, 1230, 1230 XI",12.99,4.8,830,Black,0.1461,7.86E+11,,#45,0.95,11,27,C51645A.jpg,51645AE,1,HP51645A,926126,,910687,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,No,"DeskJet 1220 C, 1220 C/PS, 1220 CSE, 1220 CXI, 1280, 3810, 3816, 3820, 3820 C, 3822, 6100 Series, 6122, 6127, 916 C, 920 C, 920 CVR, 920 CXI, 920 Series, 930 C, 930 CM, 930 Series, 9300, 932 C, 935 C, 940 C, 940 CVR, 940 Series, 950 C, 950 Series, 952 C, 959 C, 960 C, 960 CSE, 960 CXI, 970 CSE, 970 CX, 970 CXI, 970 Series, 980 C, 980 CXI, 990 C, 990 CM, 990 CSE, 990 CXI, 990 Series, 995 C,  Photosmart 1000, 1000 XI, 1100, 1100 Series, 1100 XI, 1115, 1115 CVR, 1200 Series, 1215, 1215 VM, 1218, 1218 XI, 1315,  OfficeJet 5100 Series, 5105, 5110, 5110 V, 5110 XI, G 55, G 55 XI, G 85, G 85 XI, G 95, K 60, K 60 XI, K 80, K 80 XI, Color Copier 290, 310, 610,  OfficeJet V 30, 40, 40 XI, 45, PSC 700 Series, 720, 750, 750 CXI, 750 SE, 750 Series, 750 XI, 760, 950, 950 SE, 950 Series, 950 VR, 950 XI, Fax 1220, 1220 XI, 1230, 1230 XI","DeskJet 1220 C, 1220 C/PS, 1220 CSE, 1220 CXI, 1280, 3810, 3816, 3820, 3820 C, 3822, 6100 Series, 6122, 6127, 916 C, 920 C, 920 CVR, 920 CXI, 920 Series, 930 C, 930 CM, 930 Series, 9300, 932 C, 935 C, 940 C, 940 CVR, 940 Series, 950 C, 950 Series, 952 C, 959 C, 960 C, 960 CSE, 960 CXI, 970 CSE, 970 CX, 970 CXI, 970 Series, 980 C, 980 CXI, 990 C, 990 CM, 990 CSE, 990 CXI, 990 Series, 995 C,  Photosmart 1000, 1000 XI, 1100, 1100 Series, 1100 XI, 1115, 1115 CVR, 1200 Series, 1215, 1215 VM, 1218, 1218 XI, 1315,  OfficeJet 5100 Series, 5105, 5110, 5110 V, 5110 XI, G 55, G 55 XI, G 85, G 85 XI, G 95, K 60, K 60 XI, K 80, K 80 XI, Color Copier 290, 310, 610,  OfficeJet V 30, 40, 40 XI, 45, PSC 700 Series, 720, 750, 750 CXI, 750 SE, 750 Series, 750 XI, 760, 950, 950 SE, 950 Series, 950 VR, 950 XI, Fax 1220, 1220 XI, 1230, 1230 XI",1,01/01/14
CM40,Yes,Compatible Samsung INK-M40/ELS M40 Black 750 Page Yield,"Compatible replacement for Samsung INK-M40/ELS. Page Yield or Volume @ 5% coverage will be approx 750. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: SF-330, SF-335T, SF-340, SF-345TP, SF-360, SF-365TP",15.99,7.55,750,Black,0.0651,7.86E+11,,M40,0.44,5,12,CM40.jpg,INK-M40/ELS,1,SAM55106,574875,,,Own Brand,Samsung,Compatible,Inkjet Cartridge,Printhead,No,"SF-330, SF-335T, SF-340, SF-345TP, SF-360, SF-365TP","SF-330, SF-335T, SF-340, SF-345TP, SF-360, SF-365TP",1,01/01/14
C18Y0144E,Yes,Compatible Lexmark 018Y0144E #44 Black 540 Page Yield,Compatible replacement for Lexmark 018Y0144E. Page Yield or Volume @ 5% coverage will be approx 540. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS:,18.99,10.71,540,Black,0.0551,7.86E+11,,#44,,0,0,C18Y0144E.jpg,018Y0144E,1,IB8Y0144E,464950,,,Own Brand,Lexmark,Compatible,Inkjet Cartridge,Printhead,No,,,1,01/01/14
CCC656A,Yes,Compatible HP CC656AE 901XL Colour 360 Page Yield,"Compatible replacement for HP CC656AE. Page Yield or Volume @ 5% coverage will be approx 360. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: J4580, J4680, Officejet 4500, Officejet 4500 Wireless, Officejet J4580",12.99,9.99,360,Colour,0.0631,7.86E+11,,#901XL,0.4,5,11,CCC656A.jpg,CC656AE,1,HPCC656AE,821800,OBCC656A,933635,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,Yes,"J4580, J4680, Officejet 4500, Officejet 4500 Wireless, Officejet J4580","J4580, J4680, Officejet 4500, Officejet 4500 Wireless, Officejet J4580",1,01/01/14
CCC654A,Yes,Compatible HP CC654AE 901XL Black 700 Page Yield,Compatible replacement for HP CC654AE. Page Yield or Volume @ 5% coverage will be approx 700. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Officejet 4500 Wireless,16.99,9.99,700,Black,0.0631,7.86E+11,,#901XL,0.84,10,24,CCC654A.jpg,CC654AE,1,HPCC654AE,821761,,,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,Yes,Officejet 4500 Wireless,Officejet 4500 Wireless,1,01/01/14
CCB336E,Yes,Compatible HP CB336EE #350XL Black 1000 Page Yield,"Compatible replacement for HP CB336EE. Page Yield or Volume @ 5% coverage will be approx 1000. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: OfficeJet J 5725, 5730, 5735, 5740, 5750, 5780, 5783, 5785, 6400 Series, 6405, 6410, 6413, 6415, 6424, 6450, 6480, 6488, DeskJet D 4200 Series, 4260, 4300 Series, 4360, 4368, Photosmart C 4200 Series, 4225, 4270, 4280, 4283, 4300 Series, 4324, 4340, 4345, 4380, 4384, 4385, 4390, 4400 Series, 4410, 4424, 4435, 4440, 4450, 4470, 4475, 4480, 4485, 4486, 4488, 4500 Series, 4524, 4540, 4550, 4570, 4572, 4575, 4580, 4583, 4585, 4588, 4599, 5200 Series, 5240, 5250, 5270, 5275, 5280, 5283, 5290, 5580, Photosmart D 5300 Series, 5345, 5355, 5360, 5368",16.99,7.67,"1,000",Black,0.09,7.86E+11,,#350XL,1.54,18,43,CCB336E.jpg,CB336EE,1,HPCB336EE,472126,HPCB336EE,926736,Own Brand,HP,Compatible,Inkjet Cartridge,Printhead,Yes,"OfficeJet J 5725, 5730, 5735, 5740, 5750, 5780, 5783, 5785, 6400 Series, 6405, 6410, 6413, 6415, 6424, 6450, 6480, 6488, DeskJet D 4200 Series, 4260, 4300 Series, 4360, 4368, Photosmart C 4200 Series, 4225, 4270, 4280, 4283, 4300 Series, 4324, 4340, 4345, 4380, 4384, 4385, 4390, 4400 Series, 4410, 4424, 4435, 4440, 4450, 4470, 4475, 4480, 4485, 4486, 4488, 4500 Series, 4524, 4540, 4550, 4570, 4572, 4575, 4580, 4583, 4585, 4588, 4599, 5200 Series, 5240, 5250, 5270, 5275, 5280, 5283, 5290, 5580, Photosmart D 5300 Series, 5345, 5355, 5360, 5368","OfficeJet J 5725, 5730, 5735, 5740, 5750, 5780, 5783, 5785, 6400 Series, 6405, 6410, 6413, 6415, 6424, 6450, 6480, 6488, DeskJet D 4200 Series, 4260, 4300 Series, 4360, 4368, Photosmart C 4200 Series, 4225, 4270, 4280, 4283, 4300 Series, 4324, 4340, 4345, 4380, 4384, 4385, 4390, 4400 Series, 4410, 4424, 4435, 4440, 4450, 4470, 4475, 4480, 4485, 4486, 4488, 4500 Series, 4524, 4540, 4550, 4570, 4572, 4575, 4580, 4583, 4585, 4588, 4599, 5200 Series, 5240, 5250, 5270, 5275, 5280, 5283, 5290, 5580, Photosmart D 5300 Series, 5345, 5355, 5360, 5368",1,01/01/14
