TS Code,Live,Short Description,Detail,RRP €,w,Page Yield,Colour,Weight,Bar Code,Box Size,Short OEM Code,Daily stock,Min,Max,Image URL,OEM Code,Pack,VOW OEM Code ,Spicers OEM Code ,VOW Compat Code,Spicers Compat Code,Brand,Manufacturer,Product Type,Group,Category,Chip Issue,Machine models,Keywords,,,,,,,,,,,,,,,,,,,,,,,,
CQ2007A,No,Compatible HP Q2007A    Page Yield,Compatible replacement for HP Q2007A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363374,,,,0,0,CQ2007A.jpg,Q2007A,1,,,,,,HP,Compatible,,,,,"2007, Q2007, Q2007A",,,,,,,,,,,,,,,,,,,,,,,,
CQ2002A,No,Compatible HP Q2002A    Page Yield,Compatible replacement for HP Q2002A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363381,,,,0,0,CQ2002A.jpg,Q2002A,1,,,,,,HP,Compatible,,,,,"2002, Q2002, Q2002A",,,,,,,,,,,,,,,,,,,,,,,,
CQ2002A,No,Compatible HP Q2002A    Page Yield,Compatible replacement for HP Q2002A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363398,,,,0,0,CQ2002A.jpg,Q2002A,1,,,,,,HP,Compatible,,,,,"2002, Q2002, Q2002A",,,,,,,,,,,,,,,,,,,,,,,,
CQ1992A,No,Compatible HP Q1992A    Page Yield,Compatible replacement for HP Q1992A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363404,,,,0,0,CQ1992A.jpg,Q1992A,1,,,,,,HP,Compatible,,,,,"1992, Q1992, Q1992A",,,,,,,,,,,,,,,,,,,,,,,,
CQ1991A,No,Compatible HP Q1991A    Page Yield,Compatible replacement for HP Q1991A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363411,,,,0,0,CQ1991A.jpg,Q1991A,1,,,,,,HP,Compatible,,,,,"1991, Q1991, Q1991A",,,,,,,,,,,,,,,,,,,,,,,,
CQ1991A,No,Compatible HP Q1991A    Page Yield,Compatible replacement for HP Q1991A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363428,,,,0,0,CQ1991A.jpg,Q1991A,1,,,,,,HP,Compatible,,,,,"1991, Q1991, Q1991A",,,,,,,,,,,,,,,,,,,,,,,,
CQ1428A,No,Compatible HP Q1428A    Page Yield,Compatible replacement for HP Q1428A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363435,,,,0,0,CQ1428A.jpg,Q1428A,1,HPQ1428A,861862,,,,HP,Compatible,,,,,"1428, 861862, HPQ1428A, Q1428, Q1428A",,,,,,,,,,,,,,,,,,,,,,,,
CQ1428A,No,Compatible HP Q1428A    Page Yield,Compatible replacement for HP Q1428A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363442,,,,0,0,CQ1428A.jpg,Q1428A,1,HPQ1428A,861862,,,,HP,Compatible,,,,,"1428, 861862, HPQ1428A, Q1428, Q1428A",,,,,,,,,,,,,,,,,,,,,,,,
CQ1427A,No,Compatible HP Q1427A    Page Yield,Compatible replacement for HP Q1427A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,6.35,0716350363459,,,,0,0,CQ1427A.jpg,Q1427A,1,HPQ1427A,861846,,861838,,HP,Compatible,,,,,"1427, 861838, 861846, HPQ1427A, Q1427, Q1427A",,,,,,,,,,,,,,,,,,,,,,,,
CQ1427A,No,Compatible HP Q1427A    Page Yield,Compatible replacement for HP Q1427A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,6.35,0716350363466,,,,0,0,CQ1427A.jpg,Q1427A,1,HPQ1427A,861846,,861838,,HP,Compatible,,,,,"1427, 861838, 861846, HPQ1427A, Q1427, Q1427A",,,,,,,,,,,,,,,,,,,,,,,,
CQ1426A,No,Compatible HP Q1426A    Page Yield,Compatible replacement for HP Q1426A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,4.2,0716350363473,,,,0,0,CQ1426A.jpg,Q1426A,1,HPQ1426A,861838,,861846,,HP,Compatible,,,,,"1426, 861838, 861846, HPQ1426A, Q1426, Q1426A",,,,,,,,,,,,,,,,,,,,,,,,
CQ1426A,No,Compatible HP Q1426A    Page Yield,Compatible replacement for HP Q1426A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,4.2,0716350363480,,,,0,0,CQ1426A.jpg,Q1426A,1,HPQ1426A,861838,,861846,,HP,Compatible,,,,,"1426, 861838, 861846, HPQ1426A, Q1426, Q1426A",,,,,,,,,,,,,,,,,,,,,,,,
CQ1414A,No,Compatible HP Q1414A    Page Yield,Compatible replacement for HP Q1414A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363497,,,,0,0,CQ1414A.jpg,Q1414A,1,,,,,,HP,Compatible,,,,,"1414, Q1414, Q1414A",,,,,,,,,,,,,,,,,,,,,,,,
CQ1413A,No,Compatible HP Q1413A    Page Yield,Compatible replacement for HP Q1413A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363503,,,,0,0,CQ1413A.jpg,Q1413A,1,HPQ1413A,552766,,,,HP,Compatible,,,,,"1413, 552766, HPQ1413A, Q1413, Q1413A",,,,,,,,,,,,,,,,,,,,,,,,
CQ1339A,No,Compatible HP Q1339A  Black 20000 Page Yield,"Compatible replacement for HP Q1339A. Page Yield or Volume @ 5% coverage will be approx 20000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: LaserJet 4300, LaserJet 4300dtn, LaserJet 4300dtns, LaserJet 4300dtnsl, LaserJet 4300n, LaserJet 4300tn",71.49,,"20,000",Black,3.1,0716350363510,,,,0,0,CQ1339A.jpg,Q1339A,1,HPQ1339A,746204,OB10180,926011,,HP,Compatible,Laser Toner,,,"LaserJet 4300, LaserJet 4300dtn, LaserJet 4300dtns, LaserJet 4300dtnsl, LaserJet 4300n, LaserJet 4300tn","1339, 1339A, 4300, 4300dtn, 4300dtns, 4300dtnsl, 4300n, 4300tn, 746204, 926011, HPQ1339A, LaserJet, LaserJet 4300, LaserJet 4300dtn, LaserJet 4300dtns, LaserJet 4300dtnsl, LaserJet 4300n, LaserJet 4300tn, LaserJet4300, LaserJet4300dtn, LaserJet4300dtns, LaserJet4300dtnsl, LaserJet4300n, LaserJet4300tn, OB10180, Q1339A",,,,,,,,,,,,,,,,,,,,,,,,
CQ1338D,No,Compatible HP Q1338D   24000 Page Yield,"Compatible replacement for HP Q1338D. Page Yield or Volume @ 5% coverage will be approx 24000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: LaserJet 4200, LaserJet 4200dtn, LaserJet 4200dtns, LaserJet 4200dtnsL, LaserJet 4200Ln, LaserJet 4200n, LaserJet 4200tn",0.00,,"24,000",,5.4,0716350363527,,,,0,0,CQ1338D.jpg,Q1338D,1,HPQ1338D,760287,,506626,,HP,Compatible,Laser Toner,,,"LaserJet 4200, LaserJet 4200dtn, LaserJet 4200dtns, LaserJet 4200dtnsL, LaserJet 4200Ln, LaserJet 4200n, LaserJet 4200tn","1338, 1338D, 4200, 4200dtn, 4200dtns, 4200dtnsL, 4200Ln, 4200n, 4200tn, 506626, 760287, HPQ1338D, LaserJet, LaserJet 4200, LaserJet 4200dtn, LaserJet 4200dtns, LaserJet 4200dtnsL, LaserJet 4200Ln, LaserJet 4200n, LaserJet 4200tn, LaserJet4200, LaserJet4200dtn, LaserJet4200dtns, LaserJet4200dtnsL, LaserJet4200Ln, LaserJet4200n, LaserJet4200tn, Q1338D",,,,,,,,,,,,,,,,,,,,,,,,
CQ1338D,No,Compatible HP Q1338D   24000 Page Yield,"Compatible replacement for HP Q1338D. Page Yield or Volume @ 5% coverage will be approx 24000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: LaserJet 4200, LaserJet 4200dtn, LaserJet 4200dtns, LaserJet 4200dtnsL, LaserJet 4200Ln, LaserJet 4200n, LaserJet 4200tn",0.00,,"24,000",,5.4,0716350363534,,,,0,0,CQ1338D.jpg,Q1338D,1,HPQ1338D,760287,,506626,,HP,Compatible,Laser Toner,,,"LaserJet 4200, LaserJet 4200dtn, LaserJet 4200dtns, LaserJet 4200dtnsL, LaserJet 4200Ln, LaserJet 4200n, LaserJet 4200tn","1338, 1338D, 4200, 4200dtn, 4200dtns, 4200dtnsL, 4200Ln, 4200n, 4200tn, 506626, 760287, HPQ1338D, LaserJet, LaserJet 4200, LaserJet 4200dtn, LaserJet 4200dtns, LaserJet 4200dtnsL, LaserJet 4200Ln, LaserJet 4200n, LaserJet 4200tn, LaserJet4200, LaserJet4200dtn, LaserJet4200dtns, LaserJet4200dtnsL, LaserJet4200Ln, LaserJet4200n, LaserJet4200tn, Q1338D",,,,,,,,,,,,,,,,,,,,,,,,
CJ3M82AE,No,Compatible HP J3M82AE    Page Yield,Compatible replacement for HP J3M82AE. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363541,,,,0,0,CJ3M82AE.jpg,J3M82AE,1,HPJ3M82AE,,,,,HP,Compatible,,,,,"HPJ3M82AE, J3M82, J3M82AE",,,,,,,,,,,,,,,,,,,,,,,,
CINKCD975AE,No,Compatible HP INKCD975AE    Page Yield,Compatible replacement for HP INKCD975AE. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363558,,,,0,0,CINKCD975AE.jpg,INKCD975AE,1,,,,,,HP,Compatible,,,,,"975, INKCD975, INKCD975AE",,,,,,,,,,,,,,,,,,,,,,,,
CINKCD975AE,No,Compatible HP INKCD975AE    Page Yield,Compatible replacement for HP INKCD975AE. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363565,,,,0,0,CINKCD975AE.jpg,INKCD975AE,1,,,,,,HP,Compatible,,,,,"975, INKCD975, INKCD975AE",,,,,,,,,,,,,,,,,,,,,,,,
CINKCD974AE,No,Compatible HP INKCD974AE    Page Yield,Compatible replacement for HP INKCD974AE. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363572,,,,0,0,CINKCD974AE.jpg,INKCD974AE,1,,,,,,HP,Compatible,,,,,"974, INKCD974, INKCD974AE",,,,,,,,,,,,,,,,,,,,,,,,
CINKCD974AE,No,Compatible HP INKCD974AE    Page Yield,Compatible replacement for HP INKCD974AE. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363589,,,,0,0,CINKCD974AE.jpg,INKCD974AE,1,,,,,,HP,Compatible,,,,,"974, INKCD974, INKCD974AE",,,,,,,,,,,,,,,,,,,,,,,,
CINKCD973AE,No,Compatible HP INKCD973AE    Page Yield,Compatible replacement for HP INKCD973AE. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363596,,,,0,0,CINKCD973AE.jpg,INKCD973AE,1,,,,,,HP,Compatible,,,,,"973, INKCD973, INKCD973AE",,,,,,,,,,,,,,,,,,,,,,,,
CINKCD973AE,No,Compatible HP INKCD973AE    Page Yield,Compatible replacement for HP INKCD973AE. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363602,,,,0,0,CINKCD973AE.jpg,INKCD973AE,1,,,,,,HP,Compatible,,,,,"973, INKCD973, INKCD973AE",,,,,,,,,,,,,,,,,,,,,,,,
CINKCD972AE,No,Compatible HP INKCD972AE    Page Yield,Compatible replacement for HP INKCD972AE. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363619,,,,0,0,CINKCD972AE.jpg,INKCD972AE,1,,,,,,HP,Compatible,,,,,"972, INKCD972, INKCD972AE",,,,,,,,,,,,,,,,,,,,,,,,
CINKC8767EE,No,Compatible HP INKC8767EE    Page Yield,Compatible replacement for HP INKC8767EE. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363626,,,,0,0,CINKC8767EE.jpg,INKC8767EE,1,,,,,,HP,Compatible,,,,,"8767, INKC8767, INKC8767EE",,,,,,,,,,,,,,,,,,,,,,,,
CINKC8767EE,No,Compatible HP INKC8767EE    Page Yield,Compatible replacement for HP INKC8767EE. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363633,,,,0,0,CINKC8767EE.jpg,INKC8767EE,1,,,,,,HP,Compatible,,,,,"8767, INKC8767, INKC8767EE",,,,,,,,,,,,,,,,,,,,,,,,
CINKC8766EE,No,Compatible HP INKC8766EE    Page Yield,Compatible replacement for HP INKC8766EE. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363640,,,,0,0,CINKC8766EE.jpg,INKC8766EE,1,,,,,,HP,Compatible,,,,,"8766, INKC8766, INKC8766EE",,,,,,,,,,,,,,,,,,,,,,,,
CINKC8766EE,No,Compatible HP INKC8766EE    Page Yield,Compatible replacement for HP INKC8766EE. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363657,,,,0,0,CINKC8766EE.jpg,INKC8766EE,1,,,,,,HP,Compatible,,,,,"8766, INKC8766, INKC8766EE",,,,,,,,,,,,,,,,,,,,,,,,
CINKC6578A,No,Compatible HP INKC6578A    Page Yield,Compatible replacement for HP INKC6578A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363664,,,,0,0,CINKC6578A.jpg,INKC6578A,1,,,,,,HP,Compatible,,,,,"6578, INKC6578, INKC6578A",,,,,,,,,,,,,,,,,,,,,,,,
CINKC6578A,No,Compatible HP INKC6578A    Page Yield,Compatible replacement for HP INKC6578A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363671,,,,0,0,CINKC6578A.jpg,INKC6578A,1,,,,,,HP,Compatible,,,,,"6578, INKC6578, INKC6578A",,,,,,,,,,,,,,,,,,,,,,,,
CINKC4844A,No,Compatible HP INKC4844A    Page Yield,Compatible replacement for HP INKC4844A. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363688,,,,0,0,CINKC4844A.jpg,INKC4844A,1,,,,,,HP,Compatible,,,,,"4844, INKC4844, INKC4844A",,,,,,,,,,,,,,,,,,,,,,,,
CD8J46AE,No,Compatible HP D8J46AE  Cyan/Magenta/Yellow  Page Yield,"Compatible replacement for HP D8J46AE. Page Yield or Volume @ 5% coverage will be approx . This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Deskjet 1000, Deskjet 1010, Deskjet 1050, Deskjet 1050A, Deskjet 1510, Deskjet 2050, Deskjet 2050A, Deskjet 2510, Deskjet 2540, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A, ENVY 4500, Officejet 2620",0.00,,,Cyan/Magenta/Yellow,0.106,0716350363695,,,,0,0,CD8J46AE.jpg,D8J46AE,1,HPD8J46AE,113889,,,,HP,Compatible,Inkjet Cartridge,,,"Deskjet 1000, Deskjet 1010, Deskjet 1050, Deskjet 1050A, Deskjet 1510, Deskjet 2050, Deskjet 2050A, Deskjet 2510, Deskjet 2540, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A, ENVY 4500, Officejet 2620","1000, 1010, 1050, 1050A, 113889, 1510, 2050, 2050A, 2510, 2540, 2620, 3000, 3050, 3050A, 3055, 3055A, 4500, 846, 8J46AE, D8J46AE, Deskjet, Deskjet 1000, Deskjet 1010, Deskjet 1050, Deskjet 1050A, Deskjet 1510, Deskjet 2050, Deskjet 2050A, Deskjet 2510, Deskjet 2540, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A, Deskjet1000, Deskjet1010, Deskjet1050, Deskjet1050A, Deskjet1510, Deskjet2050, Deskjet2050A, Deskjet2510, Deskjet2540, Deskjet3000, Deskjet3050, Deskjet3050A, Deskjet3055A, ENVY, ENVY 4500, ENVY4500, HPD8J46AE, Officejet, Officejet 2620, Officejet2620",,,,,,,,,,,,,,,,,,,,,,,,
CD8J46AE,No,Compatible HP D8J46AE  Cyan/Magenta/Yellow  Page Yield,"Compatible replacement for HP D8J46AE. Page Yield or Volume @ 5% coverage will be approx . This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Deskjet 1000, Deskjet 1010, Deskjet 1050, Deskjet 1050A, Deskjet 1510, Deskjet 2050, Deskjet 2050A, Deskjet 2510, Deskjet 2540, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A, ENVY 4500, Officejet 2620",0.00,,,Cyan/Magenta/Yellow,0.106,0716350363701,,,,0,0,CD8J46AE.jpg,D8J46AE,1,HPD8J46AE,113889,,,,HP,Compatible,Inkjet Cartridge,,,"Deskjet 1000, Deskjet 1010, Deskjet 1050, Deskjet 1050A, Deskjet 1510, Deskjet 2050, Deskjet 2050A, Deskjet 2510, Deskjet 2540, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A, ENVY 4500, Officejet 2620","1000, 1010, 1050, 1050A, 113889, 1510, 2050, 2050A, 2510, 2540, 2620, 3000, 3050, 3050A, 3055, 3055A, 4500, 846, 8J46AE, D8J46AE, Deskjet, Deskjet 1000, Deskjet 1010, Deskjet 1050, Deskjet 1050A, Deskjet 1510, Deskjet 2050, Deskjet 2050A, Deskjet 2510, Deskjet 2540, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A, Deskjet1000, Deskjet1010, Deskjet1050, Deskjet1050A, Deskjet1510, Deskjet2050, Deskjet2050A, Deskjet2510, Deskjet2540, Deskjet3000, Deskjet3050, Deskjet3050A, Deskjet3055A, ENVY, ENVY 4500, ENVY4500, HPD8J46AE, Officejet, Officejet 2620, Officejet2620",,,,,,,,,,,,,,,,,,,,,,,,
CD8J45AE,No,Compatible HP D8J45AE  Black  Page Yield,"Compatible replacement for HP D8J45AE. Page Yield or Volume @ 5% coverage will be approx . This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Deskjet 1000, Deskjet 1010, Deskjet 1050, Deskjet 1050A, Deskjet 1510, Deskjet 2050, Deskjet 2050A, Deskjet 2510, Deskjet 2540, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A, ENVY 4500, Officejet 2620",0.00,,,Black,0.1,0716350363718,,,,0,0,CD8J45AE.jpg,D8J45AE,1,HPD8J45AE,113888,,,,HP,Compatible,Inkjet Cartridge,,,"Deskjet 1000, Deskjet 1010, Deskjet 1050, Deskjet 1050A, Deskjet 1510, Deskjet 2050, Deskjet 2050A, Deskjet 2510, Deskjet 2540, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A, ENVY 4500, Officejet 2620","1000, 1010, 1050, 1050A, 113888, 1510, 2050, 2050A, 2510, 2540, 2620, 3000, 3050, 3050A, 3055, 3055A, 4500, 845, 8J45AE, D8J45AE, Deskjet, Deskjet 1000, Deskjet 1010, Deskjet 1050, Deskjet 1050A, Deskjet 1510, Deskjet 2050, Deskjet 2050A, Deskjet 2510, Deskjet 2540, Deskjet 3000, Deskjet 3050, Deskjet 3050A, Deskjet 3055A, Deskjet1000, Deskjet1010, Deskjet1050, Deskjet1050A, Deskjet1510, Deskjet2050, Deskjet2050A, Deskjet2510, Deskjet2540, Deskjet3000, Deskjet3050, Deskjet3050A, Deskjet3055A, ENVY, ENVY 4500, ENVY4500, HPD8J45AE, Officejet, Officejet 2620, Officejet2620",,,,,,,,,,,,,,,,,,,,,,,,
CCZ136A,No,Compatible HP CZ136A  Yellow  Page Yield,"Compatible replacement for HP CZ136A. Page Yield or Volume @ 5% coverage will be approx . This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: HP Designjet T120, HP Designjet T520",0.00,,,Yellow,0.198,0716350363725,,,,0,0,CCZ136A.jpg,CZ136A,1,HPCZ136A,103717,,,,HP,Compatible,Inkjet Cartridge,,,"HP Designjet T120, HP Designjet T520","103717, 120, 136, 136A, 520, CZ136A, HP, HP Designjet, HP Designjet T120, HP Designjet T520, HPCZ136A, T120, T520, Z136A",,,,,,,,,,,,,,,,,,,,,,,,
CCZ136A,No,Compatible HP CZ136A  Yellow  Page Yield,"Compatible replacement for HP CZ136A. Page Yield or Volume @ 5% coverage will be approx . This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: HP Designjet T120, HP Designjet T520",0.00,,,Yellow,0.198,0716350363732,,,,0,0,CCZ136A.jpg,CZ136A,1,HPCZ136A,103717,,,,HP,Compatible,Inkjet Cartridge,,,"HP Designjet T120, HP Designjet T520","103717, 120, 136, 136A, 520, CZ136A, HP, HP Designjet, HP Designjet T120, HP Designjet T520, HPCZ136A, T120, T520, Z136A",,,,,,,,,,,,,,,,,,,,,,,,
CC13T612300,No,Compatible Epson C13T612300    Page Yield,Compatible replacement for Epson C13T612300. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363749,,,,0,0,CC13T612300.jpg,C13T612300,1,,,,,,Epson,Compatible,,,,,"13612300, C13T, C13T612300",,,,,,,,,,,,,,,,,,,,,,,,
CC13T612200,No,Compatible Epson C13T612200    Page Yield,Compatible replacement for Epson C13T612200. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363756,,,,0,0,CC13T612200.jpg,C13T612200,1,,,,,,Epson,Compatible,,,,,"13612200, C13T, C13T612200",,,,,,,,,,,,,,,,,,,,,,,,
CC13T612100,No,Compatible Epson C13T612100    Page Yield,Compatible replacement for Epson C13T612100. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363763,,,,0,0,CC13T612100.jpg,C13T612100,1,,,,,,Epson,Compatible,,,,,"13612100, C13T, C13T612100",,,,,,,,,,,,,,,,,,,,,,,,
C106R01563,No,Compatible Xerox 106R01563    Page Yield,Compatible replacement for Xerox 106R01563. Page Yield or Volume @ 5% coverage will be approx . This is a . Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: ,0.00,,,,,0716350363770,,,,0,0,C106R01563.jpg,106R01563,1,,,,,,Xerox,Compatible,,,,,"10601563, 106R, 106R01563, R01563",,,,,,,,,,,,,,,,,,,,,,,,
